type,secteur,etage,surface habitable,surface totale,nbr chambre,nbr salleBain,salon,age de bien,prix
"appartements, à vendre",c.i.l,3,131,144,3,2,1,1-5 ans,3 250 000 DH
"appartements, à vendre",al fida,4,77,77,2,1,1,6-10 ans,750 000 DH
"appartements, à vendre",None,rez de chaussée,55,55,2,1,1,1-5 ans,320 000 DH
"appartements, à vendre",sidi bernoussi,1,74,74,2,1,1,6-10 ans,650 000 DH
"appartements, à vendre",maarif,3,112,127,3,2,2,neuf,2 200 000 DH
"appartements, à vendre",quartier des hôpitaux,2,51,51,1,1,1,11-20 ans,560 000 DH
"appartements, à vendre",sidi maarouf,3,60,60,2,1,1,6-10 ans,570 000 DH
"appartements, à vendre",gauthier,3,69,79,2,1,1,None,1 380 000 DH
"appartements, à vendre",sidi moumen,3,85,None,2,1,1,6-10 ans,750 000 DH
"appartements, à vendre",autre secteur,2,100,112,2,2,1,6-10 ans,1 500 000 DH
"appartements, à vendre",belvédère,7+,81,81,2,2,1,6-10 ans,1 120 000 DH
"appartements, à vendre",la gironde,4,72,84,2,2,1,11-20 ans,780 000 DH
"appartements, à vendre",oulfa,1,120,129,2,2,2,1-5 ans,1 500 000 DH
"appartements, à vendre",palmier,1,185,None,3,2,2,None,1 890 000 DH
"appartements, à vendre",lissasfa,rez de chaussée,55,55,2,1,1,1-5 ans,550 000 DH
"appartements, à vendre",bournazil,2,76,76,3,2,1,21+ ans,750 000 DH
"appartements, à vendre",hay mohammadi,4,97,97,2,2,2,1-5 ans,None
"appartements, à vendre",aïn sebaâ,3,115,130,4,1,1,11-20 ans,1 150 000 DH
"appartements, à vendre",None,3,144,184,3,2,1,None,2 380 000 DH
"appartements, à vendre",sidi bernoussi,3,87,118,2,1,1,21+ ans,580 000 DH
"appartements, à vendre",bourgogne,2,54,54,1,1,1,neuf,None
"appartements, à vendre",anfa,3,150,168,3,1,3,6-10 ans,None
"appartements, à vendre",aïn borja,1,101,120,2,1,1,None,1 100 000 DH
"appartements, à vendre",aïn chock,3,113,113,3,2,1,6-10 ans,1 150 000 DH
"appartements, à vendre",belvédère,4,120,None,3,3,1,None,6 800 DH
"appartements, à vendre",oulfa,4,57,57,2,1,1,None,280 000 DH
"appartements, à vendre",None,3,80,80,3,1,1,1-5 ans,None
"appartements, à vendre",hay hassani,4,52,None,2,1,1,11-20 ans,370 000 DH
"appartements, à vendre",belvédère,3,135,135,3,2,2,11-20 ans,1 450 000 DH
"appartements, à vendre",hay hassani,2,58,58,2,1,1,None,480 000 DH
"appartements, à vendre",bourgogne,4,125,125,3,2,2,11-20 ans,1 300 000 DH
"appartements, à vendre",sidi othmane,1,76,76,2,1,1,11-20 ans,650 000 DH
"appartements, à vendre",oulfa,4,100,56,2,2,1,6-10 ans,None
"appartements, à vendre",sidi moumen,2,56,56,2,1,1,None,450 000 DH
"appartements, à vendre",autre secteur,1,60,62,2,2,1,6-10 ans,600 000 DH
"appartements, à vendre",sidi moumen,4,93,93,5,1,1,21+ ans,None
"appartements, à vendre",oulfa,1,52,52,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",oulfa,4,56,56,2,1,1,6-10 ans,240 000 DH
"appartements, à vendre",sidi bernoussi,1,65,65,2,1,1,None,None
"appartements, à vendre",None,4,84,87,2,2,1,6-10 ans,660 000 DH
"appartements, à vendre",belvédère,1,112,131,2,2,1,11-20 ans,None
"appartements, à vendre",aïn chock,4,76,76,2,0,0,11-20 ans,850 000 DH
"appartements, à vendre",sidi moumen,4,85,106,3,1,1,11-20 ans,None
"appartements, à vendre",None,4,52,1,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",2 mars,1,666,578,1,2,1,21+ ans,55 550 DH
"appartements, à vendre",sidi moumen,3,None,None,2,0,0,6-10 ans,None
"appartements, à vendre",sidi bernoussi,1,50,50,2,1,1,1-5 ans,None
"appartements, à vendre",None,4,55,55,2,1,1,6-10 ans,330 000 DH
"appartements, à vendre",sidi moumen,3,55,55,2,1,1,6-10 ans,340 000 DH
"appartements, à vendre",sidi maarouf,1,50,50,2,1,1,None,480 000 DH
"appartements, à vendre",casablanca finance city,3,73,73,2,1,2,11-20 ans,None
"appartements, à vendre",quartier des hôpitaux,2,99,116,3,2,1,6-10 ans,1 600 000 DH
"appartements, à vendre",belvédère,1,60,70,2,1,1,1-5 ans,None
"appartements, à vendre",hay hassani,1,52,None,2,1,1,11-20 ans,None
"appartements, à vendre",derb omar,5,130,130,2,2,1,21+ ans,1 300 000 DH
"appartements, à vendre",2 mars,1,150,150,3,3,1,21+ ans,1 400 000 DH
"appartements, à vendre",sidi othmane,1,82,81,2,2,2,neuf,400 000 DH
"appartements, à vendre",sidi maarouf,3,70,None,2,1,1,1-5 ans,620 000 DH
"appartements, à vendre",val fleuri,3,117,None,3,2,1,11-20 ans,2 050 000 DH
"appartements, à vendre",2 mars,2,120,None,3,2,1,None,None
"appartements, à vendre",sidi moumen,3,45,45,2,1,1,6-10 ans,275 000 DH
"appartements, à vendre",None,2,53,None,2,2,1,neuf,None
"appartements, à vendre",autre secteur,2,78,78,2,1,1,6-10 ans,515 000 DH
"appartements, à vendre",hay alfalah,4,60,60,2,1,1,11-20 ans,None
"appartements, à vendre",bourgogne,6,None,116,2,1,0,None,None
"appartements, à vendre",sbata,3,62,None,2,1,2,None,None
"appartements, à vendre",hay hassani,1,88,88,2,1,2,neuf,750 000 DH
"appartements, à vendre",sidi maarouf,1,75,75,3,2,1,6-10 ans,170 000 DH
"appartements, à vendre",maarif,3,108,111,3,2,1,21+ ans,1 200 000 DH
"appartements, à vendre",oulfa,3,56,56,2,1,1,1-5 ans,800 000 DH
"appartements, à vendre",maarif,2,86,86,2,2,2,11-20 ans,None
"appartements, à vendre",californie,1,150,150,3,3,2,neuf,2 800 000 DH
"appartements, à vendre",la gironde,1,120,None,2,1,3,11-20 ans,1 350 000 DH
"appartements, à vendre",maarif,4,126,None,3,2,1,11-20 ans,1 700 000 DH
"appartements, à vendre",None,1,54,54,2,2,1,1-5 ans,None
"appartements, à vendre",oulfa,3,52,52,2,1,1,6-10 ans,260 000 DH
"appartements, à vendre",oulfa,1,40,None,1,1,1,11-20 ans,260 000 DH
"appartements, à vendre",sidi moumen,3,60,60,2,1,1,1-5 ans,400 000 DH
"appartements, à vendre",aïn sebaâ,2,500,56,2,2,1,1-5 ans,None
"appartements, à vendre",hay mohammadi,1,92,120,4,2,1,11-20 ans,820 000 DH
"appartements, à vendre",la gironde,4,268,268,3,3,3,11-20 ans,None
"appartements, à vendre",oulfa,1,60,60,2,1,1,1-5 ans,80 000 DH
"appartements, à vendre",al fida,3,None,2,2,2,1,None,None
"appartements, à vendre",maarif,4,110,110,3,2,2,None,1 000 000 DH
"appartements, à vendre",la gironde,3,96,108,2,2,1,11-20 ans,1 000 000 DH
"appartements, à vendre",sidi maarouf,2,69,78,2,1,1,6-10 ans,630 000 DH
"appartements, à vendre",oulfa,3,53,53,2,1,1,1-5 ans,350 000 DH
"appartements, à vendre",belvédère,2,106,None,3,2,1,6-10 ans,None
"appartements, à vendre",2 mars,2,78,78,3,2,2,None,None
"appartements, à vendre",gauthier,3,168,168,3,3,2,None,2 200 000 DH
"appartements, à vendre",casablanca finance city,3,100,100,2,2,1,neuf,2 290 000 DH
"appartements, à vendre",ben m'sick,None,None,None,None,None,None,None,None
"appartements, à vendre",sidi othmane,1,82,81,2,2,2,neuf,400 000 DH
"appartements, à vendre",sidi maarouf,1,86,88,3,2,1,neuf,1 080 000 DH
"appartements, à vendre",californie,1,90,90,2,2,2,6-10 ans,1 400 000 DH
"appartements, à vendre",al qods,4,108,114,3,1,1,6-10 ans,1 500 000 DH
"appartements, à vendre",oasis,1,44,42,2,1,1,11-20 ans,200 000 DH
"appartements, à vendre",oulfa,1,66,66,3,1,1,6-10 ans,430 000 DH
"appartements, à vendre",oulfa,1,52,52,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",quartier des hôpitaux,4,105,117,3,1,1,6-10 ans,1 600 000 DH
"appartements, à vendre",aïn sebaâ,2,76,76,3,2,1,6-10 ans,850 000 DH
"appartements, à vendre",route d'el jadida,2,52,52,2,1,1,6-10 ans,290 000 DH
"appartements, à vendre",aïn sebaâ,4,59,59,2,2,1,neuf,400 000 DH
"appartements, à vendre",sidi maarouf,rez de chaussée,80,80,2,1,1,None,900 000 DH
"appartements, à vendre",quartier des hôpitaux,1,103,113,2,2,2,11-20 ans,1 190 000 DH
"appartements, à vendre",oulfa,3,52,None,2,1,1,None,235 000 DH
"appartements, à vendre",roches noires,1,100,106,3,2,1,neuf,1 000 000 DH
"appartements, à vendre",californie,1,105,105,3,2,2,neuf,1 650 000 DH
"appartements, à vendre",roches noires,1,86,96,2,1,1,11-20 ans,None
"appartements, à vendre",aïn sebaâ,2,98,98,3,2,1,6-10 ans,1 130 000 DH
"appartements, à vendre",None,1,104,104,3,2,2,1-5 ans,1 128 000 DH
"appartements, à vendre",al qods,2,49,49,2,1,1,None,490 000 DH
"appartements, à vendre",None,1,49,49,2,2,1,neuf,None
"appartements, à vendre",None,4,50,50,2,1,1,None,230 000 DH
"appartements, à vendre",route d'azemmour,1,56,58,2,1,1,neuf,365 000 DH
"appartements, à vendre",beauséjour,3,136,136,2,1,2,21+ ans,1 300 000 DH
"appartements, à vendre",californie,4,132,None,2,2,1,6-10 ans,2 000 000 DH
"appartements, à vendre",les princesses,2,165,184,3,2,3,11-20 ans,2 650 000 DH
"appartements, à vendre",val fleuri,4,110,None,2,1,1,21+ ans,1 300 000 DH
"appartements, à vendre",triangle d'or,1,39,None,1,1,1,neuf,None
"appartements, à vendre",autre secteur,1,84,95,3,2,1,1-5 ans,69 DH
"appartements, à vendre",centre ville,4,50,50,1,1,2,21+ ans,None
"appartements, à vendre",californie,1,106,124,2,2,1,None,1 450 000 DH
"appartements, à vendre",quartier des hôpitaux,1,None,121,3,2,1,21+ ans,1 650 000 DH
"appartements, à vendre",bourgogne,2,123,None,2,2,2,21+ ans,1 400 000 DH
"appartements, à vendre",oulfa,2,50,50,2,1,1,6-10 ans,350 000 DH
"appartements, à vendre",2 mars,5,135,165,3,2,1,11-20 ans,1 650 000 DH
"appartements, à vendre",sidi maarouf,4,59,61,2,1,1,11-20 ans,520 000 DH
"appartements, à vendre",None,3,54,54,2,2,1,1-5 ans,280 000 DH
"appartements, à vendre",oulfa,2,65,None,2,1,1,11-20 ans,None
"appartements, à vendre",hay mohammadi,1,71,None,2,1,None,None,None
"appartements, à vendre",zone industrielle,3,63,63,2,1,1,11-20 ans,None
"appartements, à vendre",centre ville,7+,118,139,2,2,1,6-10 ans,100 000 DH
"appartements, à vendre",aïn chock,rez de chaussée,66,66,2,2,1,1-5 ans,1 200 000 DH
"appartements, à vendre",oulfa,rez de chaussée,50,50,2,1,1,6-10 ans,330 000 DH
"appartements, à vendre",oulfa,4,60,60,2,1,1,1-5 ans,4 500 DH
"appartements, à vendre",oulfa,4,52,52,2,1,1,6-10 ans,210 000 DH
"appartements, à vendre",bourgogne,1,160,160,3,2,1,11-20 ans,1 450 000 DH
"appartements, à vendre",sidi moumen,4,75,75,3,1,1,6-10 ans,460 000 DH
"appartements, à vendre",2 mars,1,154,None,3,3,2,neuf,16 000 DH
"appartements, à vendre",autre secteur,1,55,None,2,1,1,6-10 ans,300 000 DH
"appartements, à vendre",sidi maarouf,1,63,69,2,1,1,11-20 ans,660 000 DH
"appartements, à vendre",sidi othmane,1,70,None,2,1,1,None,None
"appartements, à vendre",aïn sebaâ,3,62,62,2,1,1,6-10 ans,520 000 DH
"appartements, à vendre",lissasfa,rez de chaussée,84,84,2,2,1,6-10 ans,760 000 DH
"appartements, à vendre",oulfa,1,50,50,2,1,1,None,290 000 DH
"appartements, à vendre",aïn sebaâ,4,50,50,1,1,1,11-20 ans,260 000 DH
"appartements, à vendre",sidi maarouf,2,90,90,3,2,1,6-10 ans,None
"appartements, à vendre",sidi moumen,3,600000,76,2,2,1,11-20 ans,600 000 DH
"appartements, à vendre",bourgogne,3,127,133,2,2,2,11-20 ans,1 580 000 DH
"appartements, à vendre",oulfa,1,50,50,2,1,1,1-5 ans,4 000 000 DH
"appartements, à vendre",oulfa,1,80,130,3,2,1,1-5 ans,750 000 DH
"appartements, à vendre",sidi moumen,rez de chaussée,126,126,3,2,2,6-10 ans,None
"appartements, à vendre",la gironde,2,108,129,3,2,1,11-20 ans,1 200 000 DH
"appartements, à vendre",californie,1,126,None,2,3,1,1-5 ans,2 100 000 DH
"appartements, à vendre",centre ville,1,67,None,2,1,1,11-20 ans,170 000 DH
"appartements, à vendre",oulfa,1,50,50,2,1,1,None,350 000 DH
"appartements, à vendre",aïn borja,2,86,86,3,2,1,6-10 ans,None
"appartements, à vendre",sidi bernoussi,3,None,69,2,1,1,None,None
"appartements, à vendre",gauthier,2,173,185,3,2,1,None,2 500 000 DH
"appartements, à vendre",californie,4,112,None,3,2,1,None,1 500 000 DH
"appartements, à vendre",aïn sebaâ,2,56,56,2,1,1,11-20 ans,None
"appartements, à vendre",aïn sebaâ,1,60,None,2,2,1,6-10 ans,10 500 DH
"appartements, à vendre",maarif,4,48,54,1,1,1,None,1 050 000 DH
"appartements, à louer",anfa,3,50,None,1,1,1,None,4 500 DH
"appartements, à vendre",gauthier,4,237,None,4,2,2,21+ ans,4 200 000 DH
"appartements, à vendre",roches noires,2,149,160,3,2,2,1-5 ans,1 720 000 DH
"appartements, à vendre",autre secteur,4,96,96,2,1,1,1-5 ans,960 000 DH
"appartements, à vendre",oulfa,3,54,54,2,1,1,6-10 ans,260 000 DH
"appartements, à vendre",oulfa,1,52,52,2,1,1,1-5 ans,290 000 DH
"appartements, à vendre",None,3,56,56,2,1,None,neuf,487 200 DH
"appartements, à vendre",al madina aljadida,2,50,None,2,1,1,6-10 ans,285 000 DH
"appartements, à vendre",oulfa,1,65,65,3,1,1,6-10 ans,430 000 DH
"appartements, à vendre",oulfa,1,62,62,2,1,1,11-20 ans,490 000 DH
"appartements, à vendre",quartier des hôpitaux,2,100,100,2,1,2,11-20 ans,1 300 000 DH
"appartements, à vendre",belvédère,6,200,283,3,3,1,11-20 ans,None
"appartements, à vendre",sidi bernoussi,3,52,52,2,1,1,None,301 000 DH
"appartements, à vendre",sidi maarouf,3,34,None,1,1,None,None,None
"appartements, à vendre",bourgogne,7+,100,100,2,2,2,21+ ans,1 450 000 DH
"appartements, à vendre",roches noires,3,85,91,2,1,2,None,880 000 DH
"appartements, à vendre",al madina aljadida,2,58,58,2,1,1,1-5 ans,400 000 DH
"appartements, à vendre",oulfa,1,109,132,3,2,2,21+ ans,1 250 000 DH
"appartements, à vendre",ben m'sick,1,72,72,2,1,1,None,950 000 DH
"appartements, à vendre",sidi maarouf,1,115,115,3,2,1,1-5 ans,None
"appartements, à vendre",None,1,84,84,1,2,2,1-5 ans,600 000 DH
"appartements, à vendre",None,4,45,45,2,1,1,6-10 ans,320 000 DH
"appartements, à vendre",hay mohammadi,4,None,None,1,None,None,21+ ans,None
"appartements, à vendre",belvédère,1,None,158,3,3,2,1-5 ans,None
"appartements, à vendre",belvédère,2,127,127,3,2,1,11-20 ans,1 450 000 DH
"appartements, à vendre",oulfa,3,53,None,2,1,1,6-10 ans,32 000 DH
"appartements, à vendre",sidi maarouf,4,110,110,3,2,1,None,None
"appartements, à vendre",hay alfalah,3,84,84,2,1,1,1-5 ans,320 000 DH
"appartements, à vendre",hay inara,3,113,113,3,2,1,6-10 ans,1 150 000 DH
"appartements, à vendre",sidi moumen,2,100,100,3,2,1,neuf,800 000 DH
"appartements, à vendre",californie,2,123,131,3,2,2,1-5 ans,16 000 DH
"appartements, à vendre",autre secteur,6,92,None,2,2,1,None,None
"appartements, à vendre",val fleuri,5,120,None,3,2,2,None,None
"appartements, à vendre",mers sultan,4,111,111,3,2,1,neuf,1 460 000 DH
"appartements, à vendre",autre secteur,1,57,57,2,2,1,1-5 ans,None
"appartements, à vendre",oulfa,3,74,74,2,2,2,None,700 000 DH
"appartements, à vendre",sidi bernoussi,2,50,None,2,1,1,6-10 ans,400 000 DH
"appartements, à louer",riviera,1,50,None,1,1,1,None,7 000 DH
"appartements, à vendre",autre secteur,3,90,90,3,2,1,11-20 ans,None
"appartements, à vendre",sidi moumen,3,52,52,2,1,1,1-5 ans,380 000 DH
"appartements, à vendre",oulfa,4,50,50,2,None,1,21+ ans,270 000 DH
"appartements, à vendre",aïn sebaâ,2,74,None,2,2,1,6-10 ans,850 000 DH
"appartements, à vendre",aïn sebaâ,3,75,200,2,2,1,6-10 ans,850 000 DH
"appartements, à vendre",sidi moumen,2,100,65,2,1,1,21+ ans,None
"appartements, à vendre",sidi maarouf,2,88,102,2,2,1,neuf,880 000 DH
"appartements, à vendre",sidi bernoussi,1,50,52,2,1,1,1-5 ans,300 000 DH
"appartements, à vendre",None,1,71,75,2,1,1,6-10 ans,None
"appartements, à vendre",aïn chock,rez de chaussée,110,120,3,1,2,21+ ans,None
"appartements, à vendre",oulfa,1,60,60,2,1,1,6-10 ans,400 000 DH
"appartements, à vendre",polo,2,652,600,6,3,2,1-5 ans,None
"appartements, à vendre",sidi bernoussi,3,75,75,2,1,1,6-10 ans,600 000 DH
"appartements, à vendre",2 mars,1,94,70,3,None,None,neuf,None
"appartements, à vendre",aïn diab,1,60,None,2,2,2,neuf,60 000 DH
"appartements, à vendre",belvédère,4,57,68,1,1,1,6-10 ans,780 000 DH
"appartements, à vendre",oulfa,4,52,52,2,1,1,6-10 ans,230 000 DH
"appartements, à vendre",oulfa,1,65,65,3,1,1,6-10 ans,430 000 DH
"appartements, à vendre",oulfa,1,51,51,2,1,1,1-5 ans,290 000 DH
"appartements, à vendre",maarif,2,97,107,2,1,2,11-20 ans,1 600 000 DH
"appartements, à vendre",2 mars,4,128,None,2,3,1,neuf,None
"appartements, à vendre",al qods,2,120,137,3,1,2,11-20 ans,1 310 000 DH
"appartements, à vendre",californie,4,126,145,3,2,2,None,None
"appartements, à vendre",sidi maarouf,2,98,104,2,2,1,1-5 ans,1 100 000 DH
"appartements, à vendre",sidi maarouf,1,50,50,2,1,1,6-10 ans,2 400 000 DH
"appartements, à vendre",al madina aljadida,3,None,63,2,1,1,6-10 ans,520 000 DH
"appartements, à vendre",sidi bernoussi,1,73,73,2,2,2,neuf,700 000 DH
"appartements, à vendre",sidi moumen,4,69,70,2,1,1,None,500 000 DH
"appartements, à vendre",aïn sebaâ,2,72,None,2,1,1,6-10 ans,650 000 DH
"appartements, à vendre",oulfa,rez de chaussée,56,62,2,1,1,11-20 ans,650 000 DH
"appartements, à vendre",sidi bernoussi,3,50,50,2,1,1,6-10 ans,320 000 DH
"appartements, à vendre",al madina aljadida,4,65,65,2,1,1,6-10 ans,340 000 DH
"appartements, à vendre",beauséjour,1,200,None,3,2,2,11-20 ans,2 000 000 DH
"appartements, à vendre",sidi maarouf,3,80,None,2,2,1,neuf,None
"appartements, à vendre",sidi maarouf,3,60,59,1,1,1,neuf,540 000 DH
"appartements, à vendre",aïn sebaâ,rez de chaussée,40,40,2,1,1,None,400 000 DH
"appartements, à vendre",aïn diab,rez de chaussée,460,None,4,4,4,11-20 ans,None
"appartements, à vendre",sidi maarouf,2,132,140,3,3,1,neuf,1 280 000 DH
"appartements, à vendre",sidi bernoussi,2,72,72,2,1,1,6-10 ans,None
"appartements, à vendre",bourgogne,2,75,80,3,1,1,21+ ans,None
"appartements, à vendre",oulfa,2,93,93,3,1,1,6-10 ans,930 000 DH
"appartements, à vendre",maarif,3,143,152,3,3,2,11-20 ans,2 650 000 DH
"appartements, à vendre",oulfa,1,71,71,2,2,1,neuf,850 000 DH
"appartements, à vendre",californie,4,104,None,3,2,1,1-5 ans,1 550 000 DH
"appartements, à vendre",belvédère,1,98,105,2,2,2,11-20 ans,8 500 DH
"appartements, à vendre",oulfa,4,54,54,2,1,1,1-5 ans,230 000 DH
"appartements, à vendre",californie,4,151,181,3,3,1,None,None
"appartements, à vendre",sidi maarouf,2,89,89,2,2,2,11-20 ans,790 000 DH
"appartements, à vendre",maarif,2,126,126,3,2,1,1-5 ans,2 140 000 DH
"appartements, à vendre",None,2,52,52,2,1,1,None,None
"appartements, à vendre",None,4,53,53,2,1,1,None,None
"appartements, à vendre",beauséjour,2,112,112,3,2,1,11-20 ans,None
"appartements, à vendre",bourgogne,5,100,100,2,1,1,6-10 ans,1 250 000 DH
"appartements, à vendre",lissasfa,rez de chaussée,54,54,1,1,1,6-10 ans,310 000 DH
"appartements, à vendre",aïn sebaâ,4,58,None,2,1,1,None,460 000 DH
"appartements, à vendre",aïn sebaâ,None,None,None,None,None,None,None,400 000 DH
"appartements, à vendre",aïn sebaâ,2,60,60,2,1,1,6-10 ans,540 000 DH
"appartements, à vendre",aïn chock,3,54,54,2,1,None,None,340 000 DH
"appartements, à vendre",sidi bernoussi,4,52,52,2,1,1,neuf,330 000 DH
"appartements, à vendre",anfa,8,126,None,2,1,1,21+ ans,1 600 000 DH
"appartements, à vendre",sidi bernoussi,2,50,None,2,1,1,6-10 ans,360 000 DH
"appartements, à vendre",aïn borja,5,126,126,3,2,1,6-10 ans,1 050 000 DH
"appartements, à vendre",2 mars,3,136,None,3,2,2,neuf,1 500 000 DH
"appartements, à vendre",autre secteur,2,110,110,3,1,1,11-20 ans,735 000 DH
"appartements, à vendre",sidi moumen,2,153,None,3,2,1,1-5 ans,900 001 DH
"appartements, à vendre",sidi bernoussi,4,80,None,3,2,1,11-20 ans,650 000 DH
"appartements, à vendre",oulfa,3,60,60,2,1,1,11-20 ans,None
"appartements, à vendre",la gironde,3,99,99,2,1,2,11-20 ans,900 000 DH
"appartements, à vendre",zone industrielle moulay rachid,2,68,79,2,1,1,None,330 000 DH
"appartements, à vendre",lissasfa,3,52,52,2,1,1,1-5 ans,None
"appartements, à vendre",sidi othmane,rez de chaussée,860000,900000,3,0,0,neuf,900 000 DH
"appartements, à vendre",2 mars,1,110,152,2,1,2,11-20 ans,1 500 000 DH
"appartements, à vendre",sbata,3,69,None,2,1,1,None,None
"appartements, à louer",val fleuri,3,100,None,2,1,1,None,6 000 DH
"appartements, à vendre",bourgogne,2,69,74,2,2,2,neuf,18 500 DH
"appartements, à vendre",aïn chock,2,120,120,2,1,1,21+ ans,3 600 000 DH
"appartements, à vendre",maarif,4,96,96,2,2,1,11-20 ans,None
"appartements, à vendre",hay mohammadi,4,60,60,2,1,1,11-20 ans,400 000 DH
"appartements, à vendre",sidi maarouf,1,60,58,2,1,1,11-20 ans,600 000 DH
"appartements, à vendre",bourgogne,1,147,147,4,2,2,6-10 ans,1 700 000 DH
"appartements, à vendre",2 mars,4,128,132,3,2,2,11-20 ans,1 650 000 DH
"appartements, à vendre",la gironde,3,73,73,2,1,2,6-10 ans,900 000 DH
"appartements, à vendre",belvédère,3,140,145,2,2,2,21+ ans,1 800 000 DH
"appartements, à vendre",maarif,4,206,206,3,3,3,11-20 ans,3 000 000 DH
"appartements, à vendre",roches noires,3,76,76,2,1,1,11-20 ans,None
"appartements, à vendre",maarif,2,126,126,3,2,1,neuf,None
"appartements, à vendre",bourgogne,3,99,None,2,2,2,11-20 ans,1 300 000 DH
"appartements, à vendre",beauséjour,1,84,84,2,1,2,21+ ans,1 092 000 DH
"appartements, à vendre",roches noires,3,72,72,2,1,1,21+ ans,890 000 DH
"appartements, à vendre",derb omar,1,40,None,2,1,None,11-20 ans,150 000 DH
"appartements, à vendre",hay mohammadi,2,77,None,2,2,2,neuf,770 000 DH
"appartements, à vendre",sidi moumen,4,64,64,2,1,1,11-20 ans,400 000 DH
"appartements, à vendre",None,3,79,79,3,2,1,neuf,560 000 DH
"appartements, à vendre",None,1,50,50,2,1,1,neuf,None
"appartements, à vendre",oulfa,4,55,47,2,1,1,11-20 ans,360 000 DH
"appartements, à vendre",2 mars,1,7,None,1,1,1,None,None
"appartements, à vendre",sour jdid,2,74,74,2,2,1,6-10 ans,1 000 000 DH
"appartements, à vendre",aïn sebaâ,5,120,120,3,2,1,11-20 ans,1 300 000 DH
"appartements, à vendre",sidi moumen,rez de chaussée,42,42,2,1,1,6-10 ans,320 000 DH
"appartements, à vendre",aïn borja,5,86,86,2,1,1,None,500 000 DH
"appartements, à vendre",sidi moumen,2,116,116,3,2,2,1-5 ans,None
"appartements, à vendre",route d'azemmour,1,54,56,2,1,1,1-5 ans,420 000 DH
"appartements, à vendre",gauthier,1,43,79,1,1,1,6-10 ans,1 385 000 DH
"appartements, à vendre",autre secteur,1,53,None,3,1,1,None,None
"appartements, à vendre",2 mars,5,110,108,3,2,1,6-10 ans,1 500 000 DH
"appartements, à vendre",sidi moumen,3,86,None,2,1,1,21+ ans,720 000 DH
"appartements, à vendre",lissasfa,2,55,65,2,1,None,11-20 ans,10 500 DH
"appartements, à vendre",oulfa,rez de chaussée,1,1,1,0,0,None,None
"appartements, à vendre",gauthier,2,69,69,2,1,1,21+ ans,1 150 000 DH
"appartements, à vendre",ben m'sick,1,70,None,2,1,1,11-20 ans,300 000 DH
"appartements, à vendre",aïn diab,rez de chaussée,460,None,4,4,4,11-20 ans,None
"appartements, à vendre",californie,rez de chaussée,198,None,3,2,2,1-5 ans,2 300 000 DH
"appartements, à vendre",al batha,1,80,87,3,1,1,21+ ans,None
"appartements, à vendre",None,1,70,None,2,1,1,None,None
"appartements, à vendre",ben ejdia,1,93,93,2,2,1,6-10 ans,1 040 000 DH
"appartements, à vendre",aïn borja,1,49,65,1,1,None,None,680 000 DH
"appartements, à vendre",val d'anfa,1,52,54,2,1,1,6-10 ans,None
"appartements, à vendre",aïn sebaâ,2,52,52,2,2,1,6-10 ans,360 000 DH
"appartements, à vendre",anfa,5,137,155,3,2,2,21+ ans,None
"appartements, à vendre",oasis,5,80,80,2,2,1,1-5 ans,1 620 000 DH
"appartements, à vendre",sidi bernoussi,2,50,50,2,1,1,1-5 ans,400 000 DH
"appartements, à vendre",oulfa,2,50,55,2,1,1,1-5 ans,330 000 DH
"appartements, à vendre",aïn sebaâ,2,54,60,2,1,1,None,560 000 DH
"appartements, à vendre",autre secteur,2,57,None,2,1,1,1-5 ans,319 998 DH
"appartements, à vendre",casablanca finance city,3,54,54,2,1,1,1-5 ans,250 000 DH
"appartements, à vendre",sidi moumen,4,53,53,2,1,1,11-20 ans,350 000 DH
"appartements, à vendre",sidi moumen,3,70,68,2,1,1,21+ ans,360 000 DH
"appartements, à vendre",oulfa,2,50,50,2,1,1,neuf,335 000 DH
"appartements, à vendre",sidi maarouf,5,105,131,2,2,1,11-20 ans,1 450 000 DH
"appartements, à vendre",sidi maarouf,3,93,93,3,2,1,21+ ans,None
"appartements, à vendre",bourgogne,7+,83,118,4,1,1,6-10 ans,890 000 DH
"appartements, à vendre",sidi bernoussi,4,57,None,2,1,1,None,None
"appartements, à vendre",sidi bernoussi,1,72,84,2,1,1,11-20 ans,460 000 DH
"appartements, à vendre",oulfa,rez de chaussée,48,60,1,1,2,6-10 ans,360 000 DH
"appartements, à vendre",racine,5,135,154,2,2,2,11-20 ans,2 400 000 DH
"appartements, à vendre",val fleuri,2,160,160,2,2,1,None,2 320 000 DH
"appartements, à vendre",quartier des hôpitaux,2,51,None,1,1,1,11-20 ans,570 000 DH
"appartements, à vendre",oulfa,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,None,None,None,None,None,None,None,None
"appartements, à vendre",oulfa,1,50,50,2,1,1,1-5 ans,290 000 DH
"appartements, à vendre",oulfa,1,65,65,3,1,1,6-10 ans,430 000 DH
"appartements, à vendre",oulfa,4,53,53,2,1,1,6-10 ans,210 000 DH
"appartements, à vendre",oulfa,3,50,50,2,1,1,6-10 ans,320 000 DH
"appartements, à vendre",derb ghallef,1,141,160,3,2,2,21+ ans,2 000 000 DH
